FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
3049,3839,10004759,HAWKINS COUNTY JAIL,117 JUSTICE CENTER DRIVE,ROGERSVILLE,TN,37857,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,250,HAWKINS,47073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.hawkinstnsheriff.com/, https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html",3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,http://www.hawkinstnsheriff.com/,NOT AVAILABLE,266,0.00480874631383,9.92947448084e-07,15291.47265625,582.628792788394
3050,3840,10006431,HAYWOOD COUNTY JAIL,100 S. DUPREE,BROWNSVILLE,TN,38012,NOT AVAILABLE,(731) 772-6158,COUNTY,OPEN,161,HAYWOOD,47075,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://haywoodcountybrownsville.com/haywood-county/departments-services/haywood-county-sheriffs-department/",3/31/2018,IMAGERY/OTHER,2018-04-23T00:00:00.000Z,http://haywoodcountybrownsville.com/haywood-county/departments-services/haywood-county-sheriffs-department/,MAXIMUM,194,0.00429883651031,7.55078726841e-07,11506.55078125,542.94390231045
3051,3841,10003532,HENDERSON COUNTY JAIL,170 JUSTICE CENTER DR,LEXINGTON,TN,38351,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,216,HENDERSON,47077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,http://www.hendersoncountytn.gov/index.aspx?NID=187,NOT AVAILABLE,216,0.00395810217083,7.38778848601e-07,11273.06640625,479.338373373609
3052,3842,10003497,HENRY COUNTY CORRECTIONAL FACILITY,210 FORREST HEIGHTS RD,PARIS,TN,38242,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,170,HENRY,47079,USA,922140,CORRECTIONAL INSTITUTIONS,http://henrycountytn.org/henry-county-sheriffs-department/,4/23/2018,IMAGERY,2018-04-23T00:00:00.000Z,http://henrycountytn.org/henry-county-sheriffs-department/,MAXIMUM,204,0.00339760911677,4.41449107821e-07,6788.2109375,433.539752674592
3053,3843,10003527,HICKMAN COUNTY LAW ENFORCEMENT CENTER,108 COLLEGE AVE,CENTERVILLE,TN,37033,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,125,HICKMAN,47081,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, https://www.hickmancountytn.com/directory/county-offices/law-and-court-system/sheriff, http://www.southbuild.com/hickman.html",3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,110,0.00213052583118,2.48288949144e-07,3792.62109375,259.201200926375
3054,3844,10003513,HUMPHREYS COUNTY JAIL,112 THOMPSON ST,WAVERLY,TN,37185,NOT AVAILABLE,(931) 296-6521,COUNTY,OPEN,100,HUMPHREYS,47085,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,https://www.hcsotn.com/,NOT AVAILABLE,68,0.00156038552933,1.30501735706e-07,2001.0390625,196.973647736583
3055,3845,10004762,JACKSON COUNTY JAIL,620 HOSPITAL DRIVE,GAINESBORO,TN,38562,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,112,JACKSON,47087,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.jacksoncotn.com/countydepartments.php#",3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,112,0.00284935071682,4.00060545657e-07,6155.21875,359.750100633732
3056,3846,10003517,JEFFERSON COUNTY JUSTICE CENTER,765 JUSTICE CENTER DRIVE,DANDRIDGE,TN,37725,NOT AVAILABLE,(865) 471-6000 EXT 1000,COUNTY,OPEN,240,JEFFERSON,47089,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.jctsd.org/index.html",3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,http://www.jctsd.org/index.html,NOT AVAILABLE,188,0.00575506015209,7.27937301117e-07,11155.08203125,709.851105572011
3057,3847,10006858,JEFFERSON COUNTY WORK RELEASE CENTER,INDUSTRIAL PARK ROAD,DANDRIDGE,TN,37725,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,52,JEFFERSON,47089,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.jctsd.org/index.html",3/31/2018,IMAGERY,2018-04-23T00:00:00.000Z,http://www.jctsd.org/index.html,NOT AVAILABLE,49,0.00206891390848,2.33373928597e-07,3576.04296875,252.819898600724
3058,3848,10005450,JOHNSON COUNTY JAIL,999 HONEYSUCKLE STREET,MOUNTAIN CITY,TN,37683,NOT AVAILABLE,(423) 727-7761,COUNTY,OPEN,106,JOHNSON,47091,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://johnsoncountysd.org/",3/31/2018,IMAGERY/OTHER,2018-04-23T00:00:00.000Z,http://johnsoncountysd.org/,MAXIMUM,114,0.00312390525303,6.12361438439e-07,9435.9375,380.408125477399
3059,3849,10003518,KNOX COUNTY DETENTION FACILITY,5001 MALONEYVILLE RD,KNOXVILLE,TN,37918,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,1132,KNOX,47093,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.knoxsheriff.org/index.php",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.knoxsheriff.org/index.php,MAXIMUM,1036,0.00876340059111,4.61705489463e-06,70797.89453125,1062.50736891879
3060,3850,10002625,LAWRENCE COUNTY JAIL,240 W GAINES ST,LAWRENCEBURG,TN,38464,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,291,LAWRENCE,47099,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.lawrencecountytnsheriff.org/",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.lawrencecountytnsheriff.org/,NOT AVAILABLE,262,0.00277933233481,3.76536323675e-07,5713.2421875,330.755522602238
3061,3851,10003548,LINCOLN COUNTY JAIL,4151 THORNTON TAYLOR PKWY,FAYETTEVILLE,TN,37334,NOT AVAILABLE,(931) 433-3111,COUNTY,OPEN,205,LINCOLN,47103,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,https://lincolncountytnsheriff.com/,NOT AVAILABLE,276,0.00579993645965,1.46676218957e-06,22232.2578125,698.413036650451
3062,3852,10004786,LOUDON COUNTY JUSTICE CENTER,12680 UNITED STATES HIGHWAY 11 WEST,LENOIR CITY,TN,37771,NOT AVAILABLE,(865) 986-6612,COUNTY,OPEN,192,LOUDON,47105,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, https://www.loudoncounty-tn.gov/government/Sheriff.php",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,91,0.00415071625186,6.4808958224e-07,9898.47265625,502.188551729437
3063,3853,10006859,KNOX COUNTY WORK RELEASE CENTER,4910 MALONEYVILLE RD,KNOXVILLE,TN,37918,NOT AVAILABLE,(865) 281-0607,COUNTY,OPEN,105,KNOX,47093,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.knoxsheriff.org/index.php,NOT AVAILABLE,120,0.00501201626883,1.60863358588e-06,24664.96875,631.544497879162
3064,3854,10003536,MCMINN COUNTY JUSTICE CENTER,1319 S WHITE,ATHENS,TN,37303,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,304,MCMINN,47107,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.sheriffjoeguy.com/, https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.mcminncountytn.gov/sheriffs_dept.html",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.sheriffjoeguy.com/,MAXIMUM,348,0.0072575743247,2.21130545322e-06,33626.66015625,886.094811677384
3065,3855,10004755,MACON COUNTY JAIL,902 STATE HIGHWAY 52 BYPASS EAST,LAFAYETTE,TN,37083,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,189,MACON,47111,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.maconcountytn.gov/government/sheriff_department/index.php",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,125,0.005532357558,7.11302413813e-07,10965.38671875,696.017637785624
3066,3856,10006860,MADISON COUNTY JAIL ANNEX,100 E. MAIN STREET,JACKSON,TN,38301,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,47,MADISON,47113,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.madisoncounty-sheriff.com/PR%204-21-09.htm",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,64,0.00126119698655,8.91735471667e-08,1359.28125,151.370167829602
3067,3857,10003535,MARSHALL COUNTY JAIL,209 1ST AVE N,LEWISBURG,TN,37091,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,161,MARSHALL,47117,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, https://www.marshallcountytn.com/sheriff-s-department",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,283,0.00329796655346,5.30864511893e-07,8075.55078125,403.617860248884
3068,3858,10003530,MAURY COUNTY JAIL,1300 LAWSON WHITE DR,COLUMBIA,TN,38401,NOT AVAILABLE,(931) 380-5722,COUNTY,OPEN,367,MAURY,47119,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.maurycounty-tn.gov/index.aspx?page=105",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.maurycounty-tn.gov/index.aspx?page=105,MAXIMUM,386,0.00515476452628,1.17439833053e-06,17907.01953125,625.560747220004
3069,3859,10004782,MEIGS COUNTY JAIL,410 RIVER ROAD,DECATUR,TN,37322,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,50,MEIGS,47121,USA,922140,CORRECTIONAL INSTITUTIONS,http://meigscountysheriff.com/,4/24/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://meigscountysheriff.com/,NOT AVAILABLE,60,0.00189570553926,1.66032322326e-07,2527.9609375,228.703462295973
3070,3860,10004756,PICKETT COUNTY JAIL,1 COURTHOUSE SQUARE,BYRDSTOWN,TN,38549,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,5,PICKETT,47137,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,UNVERIFIED,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,6,0.000855333286321,4.50673618826e-08,695.37109375,105.515044713002
3071,3861,10004784,MONROE COUNTY JAIL,319 HICKORY STREET,MADISONVILLE,TN,37354,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,239,MONROE,47123,USA,922140,CORRECTIONAL INSTITUTIONS,"http://monroetnsheriff.com/, https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://monroetnsheriff.com/,NOT AVAILABLE,138,0.00182219453931,1.70902945571e-07,2602.09765625,216.945140625211
3072,3862,10004794,POLK COUNTY DETENTION FACILITY,164 INDUSTRIAL ACCESS CIRCLE,BENTON,TN,37307,NOT AVAILABLE,(423) 338-8215,COUNTY,OPEN,160,POLK,47139,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.polkgovernment.com/polk-detention.php",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,154,0.00346938029445,4.94094244777e-07,7490.2734375,425.840162528652
3073,3863,10004770,PUTNAM COUNTY JAIL,421 EAST SPRING STREET,COOKEVILLE,TN,38501,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,372,PUTNAM,47141,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, https://putnamcountytn.gov/putnam-county-sheriffs-office",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,252,0.00493646159585,4.77387509831e-07,7327.36328125,596.436572336597
3074,3864,10004776,ROANE COUNTY JAIL,230 NORTH THIRD STREET,KINGSTON,TN,37763,NOT AVAILABLE,(865) 717-4519,COUNTY,OPEN,277,ROANE,47145,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.roanesheriff.org/,NOT AVAILABLE,170,0.00332734372986,3.69700673285e-07,5653.72265625,412.856228110137
3075,3865,10003490,ROBERTSON COUNTY DETENTION FACILITY,311 5TH AVE E,SPRINGFIELD,TN,37172,NOT AVAILABLE,(615) 384-7974,COUNTY,OPEN,546,ROBERTSON,47147,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.robertsonsheriff.com/, https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.robertsonsheriff.com/,MAXIMUM,584,0.00600043369102,9.12813097771e-07,14073.13671875,755.284147405448
3076,3866,10003522,RUTHERFORD COUNTY ADULT DETENTION CENTER,940 NEW SALEM HWY,MURFREESBORO,TN,37129,NOT AVAILABLE,(615) 904-3197,COUNTY,OPEN,912,RUTHERFORD,47149,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.rcsotn.com/index.htm",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://www.rcsotn.com/index.htm,MAXIMUM,956,0.00427249501025,8.38677956005e-07,12819.7734375,522.371478705044
3077,3867,10003523,RUTHERFORD COUNTY JUVENILE DETENTION CENTER,1710 S CHURCH ST,MURFREESBORO,TN,37130,NOT AVAILABLE,(615) 898-7954,COUNTY,OPEN,-999,RUTHERFORD,47149,USA,922140,CORRECTIONAL INSTITUTIONS,http://rutherfordcountytn.gov/jdc/,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://rutherfordcountytn.gov/jdc/,JUVENILE,64,0.00337871591663,4.79663284861e-07,7330.78125,416.783283744584
3078,3868,10006861,RUTHERFORD COUNTY CORRECTIONAL WORK CENTER,1720 SOUTH CHURCH STREET,MURFREESBORO,TN,37130,NOT AVAILABLE,(615) 898-7847,COUNTY,OPEN,143,RUTHERFORD,47149,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,http://rutherfordcountytn.gov/cwc/index.htm,NOT AVAILABLE,320,0.00416926529855,8.23655133001e-07,12587.984375,527.495374967874
3079,3869,10003493,SCOTT COUNTY JUSTICE CENTER,575 SCOTT HIGH DRIVE,HUNTSVILLE,TN,37756,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,152,SCOTT,47151,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.scottcounty.com/government/sheriffs-department/",3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,140,0.00329141419446,4.43230215727e-07,6824.40234375,402.821952622924
3080,3870,10004789,SEQUATCHIE COUNTY JAIL,351 FREDONIA ROAD,DUNLAP,TN,37327,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,93,SEQUATCHIE,47153,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018-04-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,96,0.00390950112989,5.36092551247e-07,8148.0390625,477.947501085344
3081,3871,10006455,ANNISTON MUNICIPAL JAIL,174 WEST 13TH STREET,ANNISTON,AL,36201,NOT AVAILABLE,(256) 231-7679,LOCAL,OPEN,-999,CALHOUN,01015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.annistonal.gov/police/,5/11/2018,IMAGERY,2018-05-11T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,-999,0.00458297014313,8.83113040917e-07,13148.00390625,555.584834061807
3082,3872,10005066,LEWIS COUNTY JAIL,510 OAK STREET,NEZPERCE,ID,83543,NOT AVAILABLE,(208) 937-2447,COUNTY,OPEN,-999,LEWIS,16061,USA,922140,CORRECTIONAL INSTITUTIONS,http://lewiscountyid.us/sheriff.html,3/1/2018,IMAGERY,2018-03-01T00:00:00.000Z,http://lewiscountyid.us/sheriff.html,NOT AVAILABLE,18,0.00181478683152,1.94541601166e-07,3485.1484375,243.221621997275
3083,3873,10005623,UNION COUNTY JAIL,106 EAST UNION STREET,LIBERTY,IN,47353,NOT AVAILABLE,(765) 458-5194,COUNTY,OPEN,-999,UNION,18161,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.unioncountyin.gov/sheriff.html,3/6/2018,IMAGERY,2018-03-06T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,-999,0.00140462869604,9.43631539868e-08,1518.38671875,180.031397105694
3084,3874,10005478,BECKHAM COUNTY JUVENILE DETENTION CENTER,1200 E STSTE HWY 66,ELK CITY,OK,73644,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,BECKHAM,40009,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018-04-12T00:00:00.000Z,NOT AVAILABLE,JUVENILE,-999,0.00156663886512,8.59713187949e-08,1307.3515625,198.124605827611
3085,3875,10005897,BUTLER COUNTY JUVENILE CENTER,614 LINDSAY AVENUE,POPLAR BLUFF,MO,63901,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,BUTLER,29023,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018-03-26T00:00:00.000Z,NOT AVAILABLE,JUVENILE,-999,0.00142095950843,1.23324189163e-07,1907.56640625,178.857033248782
3086,3876,10005790,WARREN NON-SECURE DETENTION CENTER,46 GURNEY LANE,QUEENSBURY,NY,12804,NOT AVAILABLE,NOT AVAILABLE,LOCAL,CLOSED,0,WARREN,36113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.publicschoolreview.com/warren-non-secure-detention-home-profile,5/18/2018,IMAGERY,2018-05-18T00:00:00.000Z,NOT AVAILABLE,JUVENILE,6,0.00139949352779,1.12841019002e-07,1923.265625,180.397072198693
3087,3877,10006062,SHERIDAN COUNTY JAIL,302 1/2 EAST 2ND STREET,RUSHVILLE,NE,69360,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,16,SHERIDAN,31161,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/5/2018,IMAGERY,2018-04-05T00:00:00.000Z,http://www.sheridancountyne.com/sheriff.php,NOT AVAILABLE,24,0.000875167999993,4.36036287732e-08,735.4453125,111.08151698485
3088,3878,10005704,TOHATCHI YOUTH DETENTION CENTER,W US HIGHWAY 491,TOHATCHI,NM,87325,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,MCKINLEY,35031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.navajonationcouncil.org/MeetingSchedules/2017/FEB/22FEB2017_LOC_%20Spec_Mtg_Agenda.pdf,2/22/2017,IMAGERY/OTHER,2018-04-09T00:00:00.000Z,NOT AVAILABLE,JUVENILE,12,0.00167835634394,1.35030369856e-07,2064.37890625,205.522073859652
3089,3879,10005901,NEW MADRID BEND YOUTH CENTER,7960 UNITED STATES HIGHWAY 61,NEW MADRID,MO,63869,NOT AVAILABLE,(573) 688-5237,STATE,OPEN,21,NEW MADRID,29143,USA,922140,CORRECTIONAL INSTITUTIONS,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/, https://dss.mo.gov/re/dysar.htm",6/30/2016,IMAGERY/OTHER,2017-12-08T00:00:00.000Z,NOT AVAILABLE,JUVENILE,20,0.00585718099264,2.11402498197e-06,32618.96875,722.446728523332
3090,3880,10006111,HARLAN COUNTY JAIL,706 WEST 2ND STREET,ALMA,NE,68920,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,2,HARLAN,31083,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/5/2018,IMAGERY,2018-04-05T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,4,0.00166752600001,1.6739826249e-07,2711.9140625,208.681539352983
3091,3881,10005759,CHURCHILL COUNTY DETENTION CENTER,73 N MAINE ST,FALLON,NV,89406,NOT AVAILABLE,(775) 423-3116,COUNTY,OPEN,39,CHURCHILL,32001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.churchillcounty.org/index.aspx?NID=222,4/9/2018,IMAGERY,2018-04-09T00:00:00.000Z,http://www.churchillcounty.org/index.aspx?NID=222,NOT AVAILABLE,52,0.00117721739297,8.59015071675e-08,1379.05859375,148.652846188234
3092,3882,10006251,TERREBONNE PARISH ANNEX JAIL,"7857 MAIN ST., 3RD FLOOR",HOUMA,LA,70361,NOT AVAILABLE,(985) 876-2500,COUNTY,OPEN,48,TERREBONNE,22109,USA,922140,CORRECTIONAL INSTITUTIONS,"http://doc.louisiana.gov/briefing-book, http://doc.louisiana.gov/contact-us/local-facilities",9/29/2017,IMAGERY/OTHER,2018-03-16T00:00:00.000Z,http://www.tpso.net/Default.aspx,NOT AVAILABLE,68,0.00171618142801,1.8348801645e-07,2614.95703125,205.905970726371
3093,3883,10005861,MISSOURI HILLS CAMPUS - DISCOVERY HALL,13315 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,NOT AVAILABLE,(314) 355-8088,STATE,OPEN,12,ST. LOUIS,29189,USA,922140,CORRECTIONAL INSTITUTIONS,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/, https://dss.mo.gov/re/dysar.htm",6/30/2016,IMAGERY/OTHER,2017-12-07T00:00:00.000Z,NOT AVAILABLE,JUVENILE,10,0.000905229232193,4.70390856445e-08,748.26171875,111.020550720212
3094,3884,10006140,CLAY COUNTY JAIL,611 EAST JACKSON STREET,BRAZIL,IN,47834,NOT AVAILABLE,(812) 448-9051,COUNTY,OPEN,-999,CLAY,18021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detention-facilities,3/5/2018,IMAGERY,2018-03-05T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,-999,0.00332928857277,4.38532514271e-07,7045.0859375,420.846579138225
3095,3885,10005462,BEAVER COUNTY JAIL,215 AVE EAST,BEAVER,OK,73932,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,BEAVER,40007,USA,922140,CORRECTIONAL INSTITUTIONS,http://beaver.okcounties.org/officials/officialpage.aspx?officerid=4,3/7/2016,IMAGERY,2018-04-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,-999,0.000623578090012,2.05835723566e-08,318.61328125,81.4430769371961
3096,3886,10002036,"SNAKE RIVER HOME FOR BOYS, INC.",12294 POKEGAMA LAKE ROAD,PINE CITY,MN,55063,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,PINE,27115,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,UNVERIFIED,2018-05-22T00:00:00.000Z,NOT AVAILABLE,JUVENILE,8,0.00162269838648,1.62838174116e-07,2895.16015625,217.909812510028
3097,3887,10005664,PABLO TRIBAL JAIL,19 COMPLEX BLVD,RONAN,MT,59864,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,LAKE,30047,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018-05-22T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,-999,0.00151989641444,1.12704803465e-07,2071.0546875,202.225455811437
3098,3888,10000227,HAYS COUNTY JUVENILE DETENTION CENTER,2250 CLOVIS BARKER RD,SAN MARCOS,TX,78666,NOT AVAILABLE,(512) 393-5220,COUNTY,OPEN,-999,HAYS,48209,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.hays.tx.us/juvenile-detention-center.aspx,3/1/2016,IMAGERY,2018-04-27T00:00:00.000Z,http://www.co.hays.tx.us/juvenile-detention-center.aspx,JUVENILE,142,0.00514617540018,1.55539625099e-06,22218.72265625,626.381226136067
3099,3889,10006003,MADISON COUNTY JUVENILE DETENTION CENTER,224 LEXINGTON AVENUE,JACKSON,TN,38301,NOT AVAILABLE,(713) 423-6140 EXT 114,COUNTY,OPEN,-999,MADISON,47113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.madison.tn.us/index.aspx?NID=153,4/24/2018,IMAGERY/OTHER,2018-04-24T00:00:00.000Z,NOT AVAILABLE,JUVENILE,7,0.00227702393925,1.82507944801e-07,2782.09765625,269.879377135349
3100,3890,10001790,LANESBORO CORRECTIONAL INSTITUTION,552 PRISON CAMP RD,POLKTON,NC,28135,NOT AVAILABLE,(704) 695-1013,STATE,OPEN,1770,ANSON,37007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://webapps6.doc.state.nc.us/apps/asqExt/ASQ, https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities, https://www.ncdps.gov/press-release/dps-announces-changes-anson-county-prisons",10/31/2017,IMAGERY,2017-12-12T00:00:00.000Z,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,CLOSE,1850,0.0439653217308,3.62484920912e-05,548289.03125,5433.47490522805
